key,press_time,release_time,hold_time,flight_time
Key.backspace,1771993060.8535469,1771993060.8592627,0.005715847015380859,1.4029731750488281
w,1771993060.8691354,1771993060.9354165,0.06628108024597168,0.009872674942016602
h,1771993061.0634217,1771993061.16921,0.1057882308959961,0.1280052661895752
i,1771993061.1316023,1771993061.2017379,0.07013559341430664,-0.037607669830322266
l,1771993061.2956011,1771993061.3951726,0.09957146644592285,0.09386324882507324
e,1771993061.376156,1771993061.5120752,0.13591909408569336,-0.019016504287719727
Key.space,1771993061.4533992,1771993061.541573,0.08817386627197266,-0.05867600440979004
m,1771993061.5597577,1771993061.6335456,0.07378792762756348,0.018184661865234375
o,1771993063.5292516,1771993063.5909145,0.061662912368774414,1.8957059383392334
n,1771993063.689026,1771993063.756636,0.06760978698730469,0.09811162948608398
i,1771993063.843836,1771993063.9491556,0.10531949996948242,0.08720016479492188
t,1771993063.9751368,1771993064.0490093,0.07387256622314453,0.02598118782043457
o,1771993064.08987,1771993064.1511927,0.061322689056396484,0.040860652923583984
r,1771993064.1812277,1771993064.25945,0.07822227478027344,0.030035018920898438
i,1771993064.3026135,1771993064.3830242,0.08041071891784668,0.04316353797912598
n,1771993064.5495553,1771993064.6375208,0.08796548843383789,0.16653108596801758
g,1771993064.6259913,1771993064.7522817,0.12629032135009766,-0.01152944564819336
Key.space,1771993064.7363122,1771993064.8400736,0.10376143455505371,-0.015969514846801758
i,1771993065.2480671,1771993065.3378,0.08973288536071777,0.4079935550689697
s,1771993065.3415406,1771993065.424385,0.08284449577331543,0.003740549087524414
Key.space,1771993065.397583,1771993065.4911335,0.09355044364929199,-0.02680206298828125
m,1771993065.851784,1771993065.9245968,0.07281279563903809,0.36065053939819336
o,1771993066.0079603,1771993066.0961854,0.08822512626647949,0.08336353302001953
n,1771993066.5925534,1771993066.6832378,0.09068441390991211,0.4963679313659668
i,1771993066.7507699,1771993066.7951262,0.044356346130371094,0.06753206253051758
t,1771993066.8207426,1771993066.9070752,0.08633255958557129,0.02561640739440918
o,1771993066.9444118,1771993067.0273628,0.08295106887817383,0.03733658790588379
r,1771993067.0560675,1771993067.135178,0.07911062240600586,0.02870464324951172
i,1771993067.167405,1771993067.2785718,0.11116695404052734,0.0322268009185791
n,1771993067.3076398,1771993067.3954513,0.08781147003173828,0.0290679931640625
g,1771993067.3695662,1771993067.4898703,0.12030410766601562,-0.02588510513305664
Key.space,1771993067.4937384,1771993067.5349958,0.041257381439208984,0.00386810302734375
t,1771993067.9633403,1771993068.0609963,0.0976560115814209,0.4283444881439209
h,1771993068.0693958,1771993068.1542618,0.08486604690551758,0.008399486541748047
e,1771993068.1622324,1771993068.2761247,0.1138923168182373,0.007970571517944336
Key.space,1771993068.2442226,1771993068.3296382,0.08541560173034668,-0.03190207481384277
1,1771993069.0263228,1771993069.0776548,0.05133199691772461,0.6966845989227295
Key.backspace,1771993069.4232533,1771993069.516832,0.09357881546020508,0.3455984592437744
6,1771993070.6868033,1771993070.7847784,0.09797501564025879,1.169971227645874
0,1771993070.7886028,1771993070.8680077,0.07940483093261719,0.003824472427368164
Key.space,1771993070.9598694,1771993071.090666,0.1307966709136963,0.09186172485351562
s,1771993071.206645,1771993071.317492,0.11084699630737305,0.11597895622253418
e,1771993071.470054,1771993071.5933366,0.12328267097473145,0.15256190299987793
c,1771993071.642864,1771993071.7724543,0.12959027290344238,0.04952740669250488
o,1771993071.7095156,1771993071.8058887,0.09637308120727539,-0.06293869018554688
n,1771993071.8865848,1771993071.9847817,0.09819698333740234,0.08069610595703125
d,1771993071.9958682,1771993072.1324973,0.1366291046142578,0.011086463928222656
s,1771993072.058502,1771993072.2041888,0.14568686485290527,-0.07399535179138184
Key.space,1771993072.1898973,1771993072.2967093,0.1068120002746582,-0.014291524887084961
e,1771993072.4403555,1771993072.5603633,0.12000775337219238,0.143646240234375
n,1771993072.5178564,1771993072.5959783,0.07812190055847168,-0.04250693321228027
o,1771993072.6811104,1771993072.8110478,0.12993741035461426,0.08513212203979492
u,1771993072.7885776,1771993072.890629,0.1020514965057373,-0.02247023582458496
g,1771993072.9933634,1771993073.0937011,0.10033774375915527,0.10273432731628418
h,1771993073.10665,1771993073.2054005,0.09875035285949707,0.012948989868164062
Key.space,1771993073.265421,1771993073.3972664,0.13184547424316406,0.06002044677734375
i,1771993074.0345414,1771993074.1484606,0.11391925811767578,0.637274980545044
n,1771993074.1765962,1771993074.2488077,0.07221150398254395,0.02813553810119629
Key.space,1771993074.2659938,1771993074.3863606,0.12036681175231934,0.01718616485595703
o,1771993074.4095998,1771993074.5033987,0.09379887580871582,0.0232391357421875
r,1771993074.5205965,1771993074.6100938,0.08949732780456543,0.017197847366333008
d,1771993075.083056,1771993075.183952,0.10089612007141113,0.4729621410369873
e,1771993075.187503,1771993075.3445075,0.15700435638427734,0.003551006317138672
r,1771993075.3121178,1771993075.4238698,0.11175203323364258,-0.03238964080810547
Key.space,1771993075.4394417,1771993075.60491,0.1654682159423828,0.015571832656860352
t,1771993075.6006138,1771993075.6745949,0.07398104667663574,-0.004296064376831055
o,1771993075.8127072,1771993075.8676772,0.05497002601623535,0.13811230659484863
Key.space,1771993078.6247993,1771993078.721393,0.09659385681152344,2.757122039794922
u,1771993083.5581603,1771993083.6804206,0.12226033210754395,4.836767196655273
n,1771993083.6840534,1771993083.745479,0.06142568588256836,0.003632783889770508
d,1771993083.7511017,1771993083.8783243,0.12722253799438477,0.0056226253509521484
e,1771993083.926624,1771993084.0846744,0.1580502986907959,0.04829978942871094
r,1771993084.0590215,1771993084.1790142,0.11999273300170898,-0.02565288543701172
s,1771993084.2535949,1771993084.352103,0.09850811958312988,0.07458066940307617
t,1771993084.3998907,1771993084.5248733,0.12498259544372559,0.04778766632080078
a,1771993084.5108097,1771993084.638891,0.1280813217163086,-0.014063596725463867
n,1771993084.6170764,1771993084.720206,0.10312962532043457,-0.021814584732055664
d,1771993084.7074485,1771993084.8062904,0.09884190559387207,-0.012757539749145508
Key.space,1771993084.8408477,1771993084.9728005,0.13195276260375977,0.034557342529296875
t,1771993085.1944873,1771993085.312548,0.11806058883666992,0.22168684005737305
h,1771993085.2962613,1771993085.3882961,0.09203481674194336,-0.016286611557006836
a,1771993085.453116,1771993085.5617094,0.10859346389770508,0.0648198127746582
t,1771993085.4918597,1771993085.6615412,0.16968154907226562,-0.06984972953796387
Key.space,1771993085.6489682,1771993085.7485914,0.09962320327758789,-0.012573003768920898
i,1771993086.2452657,1771993086.3558452,0.1105794906616211,0.4966742992401123
t,1771993086.379156,1771993086.5421941,0.16303801536560059,0.02331089973449707
s,1771993086.5465422,1771993086.7226703,0.17612814903259277,0.004348039627075195
Key.space,1771993086.7008595,1771993086.8348916,0.1340320110321045,-0.02181077003479004
t,1771993086.88311,1771993086.9926898,0.10957980155944824,0.048218488693237305
h,1771993087.0109348,1771993087.1315854,0.1206505298614502,0.01824498176574707
e,1771993087.0938847,1771993087.2034416,0.10955691337585449,-0.037700653076171875
Key.space,1771993087.1700938,1771993087.2749166,0.10482287406921387,-0.03334784507751465
u,1771993087.319463,1771993087.4461486,0.12668561935424805,0.04454636573791504
s,1771993087.5020247,1771993087.70609,0.20406532287597656,0.05587601661682129
e,1771993087.7085106,1771993087.8426883,0.13417768478393555,0.002420663833618164
Key.space,1771993087.9454255,1771993088.0591786,0.11375308036804199,0.1027371883392334
",",1771993088.9720201,1771993089.058828,0.0868079662322998,0.9128415584564209
Key.space,1771993089.0674515,1771993089.1854556,0.11800408363342285,0.008623361587524414
d,1771993089.460001,1771993089.5701375,0.11013650894165039,0.27454543113708496
o,1771993089.596437,1771993089.6574657,0.06102871894836426,0.026299476623535156
Key.backspace,1771993090.0364347,1771993090.1146162,0.07818150520324707,0.3789689540863037
Key.backspace,1771993090.2023206,1771993090.2896764,0.0873558521270752,0.08770442008972168
w,1771993090.3378718,1771993090.438434,0.10056209564208984,0.04819536209106445
o,1771993090.4267855,1771993090.5128298,0.0860443115234375,-0.011648416519165039
n,1771993090.5612433,1771993090.5956316,0.03438830375671387,0.04841351509094238
t,1771993090.6601124,1771993090.705913,0.04580068588256836,0.06448078155517578
Key.backspace,1771993091.3491588,1771993091.4008949,0.05173611640930176,0.6432456970214844
',1771993091.605449,1771993091.694884,0.08943510055541992,0.20455408096313477
t,1771993091.7171164,1771993091.8340173,0.11690092086791992,0.0222322940826416
Key.space,1771993091.7804515,1771993091.8944516,0.11400008201599121,-0.05356574058532715
i,1771993092.1975522,1771993092.273903,0.07635068893432617,0.3031005859375
t,1771993092.3528326,1771993092.486865,0.1340324878692627,0.07892966270446777
Key.space,1771993092.3862944,1771993092.5685415,0.18224716186523438,-0.1005706787109375
t,1771993092.691662,1771993092.8548608,0.16319870948791504,0.12312054634094238
a,1771993092.797582,1771993092.9452162,0.14763426780700684,-0.05727887153625488
k,1771993092.9022028,1771993093.0059369,0.10373401641845703,-0.04301333427429199
e,1771993093.0759313,1771993093.2284424,0.1525111198425293,0.06999444961547852
Key.space,1771993093.1834936,1771993093.3149064,0.13141274452209473,-0.04494881629943848
m,1771993093.2745726,1771993093.3655202,0.09094762802124023,-0.04033374786376953
o,1771993093.4735422,1771993093.5490885,0.0755462646484375,0.10802197456359863
r,1771993093.5521975,1771993093.6776962,0.12549877166748047,0.003108978271484375
e,1771993093.602468,1771993093.788823,0.1863548755645752,-0.07522821426391602
Key.space,1771993093.687551,1771993093.8318655,0.14431452751159668,-0.1012718677520752
t,1771993093.954413,1771993094.059161,0.10474801063537598,0.12254738807678223
i,1771993094.072886,1771993094.1826825,0.10979652404785156,0.013725042343139648
m,1771993094.1651433,1771993094.2602315,0.09508824348449707,-0.017539262771606445
e,1771993094.2460728,1771993094.3523743,0.10630154609680176,-0.01415872573852539
Key.shift_r,1771993094.6191006,1771993094.6806912,0.06159067153930664,0.2667262554168701
Key.shift_r,1771993094.7200727,1771993095.0489652,0.32889246940612793,0.03938150405883789
Key.backspace,1771993095.1914508,1771993095.2859936,0.0945427417755127,0.1424856185913086
Key.shift_r,1771993095.4498909,1771993095.6375885,0.1876976490020752,0.16389727592468262
Key.shift_r,1771993095.915958,1771993096.1773257,0.2613677978515625,0.2783694267272949
/,1771993094.586902,1771993096.181716,1.5948140621185303,-1.590423822402954
Key.enter,1771993096.2765608,1771993096.357291,0.08073019981384277,0.09484481811523438
y,1771993125.7079244,1771993125.796293,0.08836865425109863,29.35063338279724
a,1771993125.7680063,1771993125.9104455,0.1424391269683838,-0.02828669548034668
Key.space,1771993125.865448,1771993126.0049982,0.13955020904541016,-0.044997453689575195
i,1771993126.4904828,1771993126.5783598,0.08787703514099121,0.48548460006713867
Key.space,1771993126.5601685,1771993126.7005072,0.14033865928649902,-0.01819133758544922
w,1771993126.70572,1771993126.8513193,0.145599365234375,0.0052127838134765625
o,1771993126.8275647,1771993126.9521744,0.12460970878601074,-0.023754596710205078
u,1771993126.9982455,1771993127.0855854,0.08733987808227539,0.04607105255126953
Key.space,1771993127.3775358,1771993127.418619,0.04108309745788574,0.2919504642486572
d,1771993127.2806294,1771993127.4236083,0.14297890663146973,-0.13798952102661133
Key.backspace,1771993127.6248267,1771993127.7516654,0.12683868408203125,0.2012183666229248
Key.backspace,1771993127.9797273,1771993128.0828207,0.10309338569641113,0.22806191444396973
l,1771993128.2976422,1771993128.3843606,0.08671832084655762,0.21482157707214355
d,1771993128.453446,1771993128.58209,0.12864398956298828,0.06908535957336426
Key.space,1771993128.519396,1771993128.6930804,0.17368435859680176,-0.06269383430480957
s,1771993128.7333796,1771993128.8736436,0.14026403427124023,0.040299177169799805
a,1771993128.9208553,1771993129.0154653,0.09460997581481934,0.047211647033691406
u,1771993128.9450529,1771993129.074251,0.1291980743408203,-0.07041239738464355
Key.backspace,1771993129.4404078,1771993129.5237904,0.08338260650634766,0.36615681648254395
y,1771993130.0393848,1771993130.1122222,0.07283735275268555,0.515594482421875
Key.space,1771993130.264218,1771993130.4296148,0.16539669036865234,0.15199589729309082
Key.caps_lock,1771993130.4325619,1771993130.5756326,0.14307069778442383,0.002947092056274414
b,1771993130.5790825,1771993130.6614583,0.08237576484680176,0.0034499168395996094
Key.caps_lock,1771993130.695845,1771993130.843332,0.14748716354370117,0.034386634826660156
Key.space,1771993130.9154212,1771993131.0479827,0.13256144523620605,0.07208919525146484
i,1771993131.1731913,1771993131.2721033,0.09891200065612793,0.12520861625671387
s,1771993131.2661643,1771993131.388704,0.12253975868225098,-0.005939006805419922
Key.space,1771993131.3478093,1771993131.4794931,0.1316838264465332,-0.04089474678039551
t,1771993131.499441,1771993131.608293,0.10885214805603027,0.01994776725769043
h,1771993131.5810714,1771993131.6714985,0.09042716026306152,-0.0272216796875
e,1771993131.6754491,1771993131.8403478,0.16489863395690918,0.003950595855712891
Key.space,1771993131.765163,1771993131.8800502,0.11488723754882812,-0.07518482208251953
f,1771993132.030413,1771993132.0733216,0.042908668518066406,0.15036273002624512
o,1771993132.039379,1771993132.1041617,0.06478285789489746,-0.03394269943237305
Key.backspace,1771993132.4093964,1771993132.479628,0.07023167610168457,0.3052346706390381
Key.backspace,1771993132.5608995,1771993132.6557896,0.09489011764526367,0.08127140998840332
g,1771993132.6748054,1771993132.762455,0.08764958381652832,0.019015789031982422
o,1771993132.7668865,1771993132.839141,0.07225441932678223,0.004431486129760742
o,1771993132.9181325,1771993132.9914927,0.07336020469665527,0.07899165153503418
d,1771993133.0047581,1771993133.1055417,0.1007835865020752,0.013265371322631836
Key.space,1771993133.0827107,1771993133.204067,0.12135624885559082,-0.022830963134765625
o,1771993133.2441916,1771993133.4643269,0.22013521194458008,0.04012465476989746
p,1771993133.403785,1771993133.5102413,0.10645627975463867,-0.06054186820983887
t,1771993133.5512826,1771993133.6583846,0.1071019172668457,0.04104137420654297
i,1771993133.6415226,1771993133.7447186,0.1031959056854248,-0.016861915588378906
o,1771993133.7498991,1771993133.885045,0.135145902633667,0.0051805973052978516
n,1771993134.014528,1771993134.1126657,0.09813761711120605,0.12948298454284668
Key.enter,1771993134.2404406,1771993134.3312285,0.09078788757324219,0.12777495384216309
n,1771993152.43998,1771993152.5219123,0.08193230628967285,18.10875153541565
o,1771993152.613767,1771993152.6958187,0.08205175399780273,0.09185457229614258
Key.space,1771993152.7484345,1771993152.872837,0.12440252304077148,0.05261588096618652
w,1771993152.976797,1771993153.180646,0.20384883880615234,0.10396003723144531
a,1771993153.1021543,1771993153.2816396,0.17948532104492188,-0.0784916877746582
i,1771993153.2645175,1771993153.3421865,0.07766890525817871,-0.01712203025817871
t,1771993153.3800426,1771993153.5199049,0.1398622989654541,0.037856101989746094
Key.space,1771993153.4564917,1771993153.6038928,0.1474010944366455,-0.06341314315795898
a,1771993153.7258437,1771993153.8228045,0.09696078300476074,0.12195086479187012
Key.backspace,1771993154.1631663,1771993154.292917,0.12975072860717773,0.3403618335723877
h,1771993154.4231164,1771993154.5022922,0.07917571067810059,0.13019943237304688
v,1771993154.7038147,1771993154.8173702,0.1135554313659668,0.2015225887298584
Key.backspace,1771993154.9979553,1771993155.0984306,0.10047531127929688,0.18058514595031738
a,1771993155.1398258,1771993155.2616491,0.12182331085205078,0.04139518737792969
v,1771993155.4406817,1771993155.569935,0.12925338745117188,0.179032564163208
e,1771993155.511005,1771993155.6492722,0.13826727867126465,-0.058930158615112305
n,1771993155.5971375,1771993155.68923,0.09209251403808594,-0.05213475227355957
',1771993156.3354647,1771993156.397408,0.06194329261779785,0.6462347507476807
t,1771993156.4833498,1771993156.5762982,0.09294843673706055,0.08594179153442383
Key.space,1771993156.5231907,1771993156.6630492,0.13985848426818848,-0.053107500076293945
c,1771993157.0027854,1771993157.103962,0.10117650032043457,0.3397362232208252
o,1771993157.0801826,1771993157.1326203,0.052437782287597656,-0.02377939224243164
l,1771993157.2537022,1771993157.3107374,0.057035207748413086,0.12108182907104492
l,1771993157.395709,1771993157.4683802,0.07267117500305176,0.08497166633605957
e,1771993157.4100976,1771993157.5827906,0.17269301414489746,-0.05828261375427246
c,1771993157.5627384,1771993157.6726139,0.10987544059753418,-0.020052194595336914
t,1771993157.789222,1771993157.8763025,0.08708047866821289,0.1166081428527832
e,1771993158.0280426,1771993158.1713877,0.14334511756896973,0.15174007415771484
d,1771993158.1078446,1771993158.237588,0.12974333763122559,-0.06354308128356934
Key.space,1771993158.2509356,1771993158.3703644,0.11942887306213379,0.013347625732421875
t,1771993158.4215167,1771993158.5350354,0.11351871490478516,0.05115222930908203
h,1771993158.538268,1771993158.6594625,0.12119436264038086,0.003232717514038086
e,1771993158.6390092,1771993158.7551033,0.11609411239624023,-0.020453214645385742
Key.space,1771993158.6860921,1771993158.8340578,0.147965669631958,-0.06901121139526367
a,1771993158.9192064,1771993158.9700196,0.05081319808959961,0.08514857292175293
Key.backspace,1771993159.2932763,1771993159.39508,0.10180377960205078,0.3232567310333252
d,1771993159.3832583,1771993159.5299792,0.14672088623046875,-0.011821746826171875
a,1771993159.5102963,1771993159.6516552,0.1413588523864746,-0.019682884216308594
t,1771993159.6804569,1771993159.8146718,0.1342148780822754,0.028801679611206055
a,1771993159.7984715,1771993159.9722385,0.17376708984375,-0.01620030403137207
s,1771993160.0007915,1771993160.1098468,0.1090552806854248,0.028553009033203125
e,1771993160.2391634,1771993160.398376,0.15921258926391602,0.1293165683746338
t,1771993160.2997866,1771993160.4229033,0.12311673164367676,-0.09858942031860352
Key.enter,1771993160.5060184,1771993160.574336,0.06831765174865723,0.0831151008605957
Key.tab,1771993178.6236928,1771993178.868906,0.24521327018737793,18.049356698989868
Key.alt_l,1771993178.5088458,1771993180.536162,2.027316093444824,-0.3600602149963379
Key.tab,1771993183.299834,1771993183.4780588,0.17822480201721191,2.763672113418579
Key.tab,1771993183.7706492,1771993183.8761456,0.10549640655517578,0.2925903797149658
Key.alt_l,1771993183.2050664,1771993184.048497,0.8434305191040039,-0.671079158782959
Key.space,1771994578.7519722,1771994578.7570326,0.005060434341430664,1394.7034752368927
g,1771994587.6072097,1771994587.6298866,0.022676944732666016,8.85017704963684
Key.backspace,1771994587.8765252,1771994587.948421,0.07189583778381348,0.24663853645324707
Key.backspace,1771994588.016709,1771994588.0895762,0.07286715507507324,0.06828808784484863
Key.tab,1771994589.376264,1771994589.4912415,0.11497735977172852,1.2866878509521484
Key.alt_l,1771994589.325384,1771994589.4966428,0.17125892639160156,-0.16585755348205566
b,1771994596.4763715,1771994596.5842295,0.10785794258117676,6.979728698730469
a,1771994596.5706258,1771994596.715627,0.14500117301940918,-0.013603687286376953
c,1771994596.7552266,1771994596.8585587,0.1033320426940918,0.03959965705871582
k,1771994596.9077835,1771994597.0169342,0.10915064811706543,0.049224853515625
g,1771994597.0399458,1771994597.1329508,0.09300494194030762,0.02301168441772461
r,1771994597.2670014,1771994597.360676,0.0936746597290039,0.13405060768127441
o,1771994597.3803215,1771994597.4909909,0.11066937446594238,0.01964545249938965
u,1771994597.5675244,1771994597.663699,0.09617447853088379,0.07653355598449707
n,1771994597.7866933,1771994597.875757,0.08906364440917969,0.12299442291259766
d,1771994597.919169,1771994598.0017042,0.0825352668762207,0.043411970138549805
b,1771994614.8985238,1771994614.9591112,0.060587406158447266,16.896819591522217
a,1771994614.9671404,1771994615.1387217,0.17158126831054688,0.00802922248840332
c,1771994615.1424499,1771994615.2604673,0.11801743507385254,0.003728151321411133
k,1771994615.2482464,1771994615.3480537,0.0998072624206543,-0.01222085952758789
g,1771994615.390559,1771994615.4900682,0.09950923919677734,0.04250526428222656
b,1771994627.6122851,1771994627.675506,0.06322097778320312,12.122216939926147
a,1771994627.6700003,1771994627.7997243,0.12972402572631836,-0.005505800247192383
c,1771994627.7820451,1771994627.8979046,0.1158595085144043,-0.017679214477539062
k,1771994627.9004385,1771994627.9875836,0.08714509010314941,0.0025339126586914062
g,1771994628.0845177,1771994628.1841364,0.09961867332458496,0.09693408012390137
Key.enter,1771994629.1678967,1771994629.3118272,0.14393043518066406,0.9837603569030762
b,1771994646.3519645,1771994646.4552283,0.10326385498046875,17.04013729095459
a,1771994646.460935,1771994646.5778532,0.11691808700561523,0.005706787109375
c,1771994646.5404518,1771994646.6600215,0.11956977844238281,-0.037401437759399414
k,1771994646.6222138,1771994646.705106,0.08289217948913574,-0.03780770301818848
Key.enter,1771994647.5615594,1771994647.6765258,0.11496639251708984,0.8564534187316895
Key.tab,1771994667.0260172,1771994667.1405754,0.11455821990966797,19.349491357803345
Key.alt_l,1771994666.9899986,1771994667.155427,0.16542840003967285,-0.15057682991027832
Key.tab,1771994685.3699415,1771994685.500214,0.13027262687683105,18.21451449394226
Key.alt_l,1771994685.224149,1771994685.5609422,0.3367931842803955,-0.2760651111602783
Key.tab,1771994713.1882184,1771994713.306188,0.11796975135803223,27.627276182174683
Key.alt_l,1771994713.0359678,1771994713.4461243,0.4101564884185791,-0.2702202796936035
h,1771994717.32314,1771994717.3656178,0.04247784614562988,3.8770155906677246
o,1771994717.4951978,1771994717.5578446,0.06264686584472656,0.12958002090454102
w,1771994717.570909,1771994717.6838436,0.11293458938598633,0.013064384460449219
Key.space,1771994717.7551234,1771994717.8811982,0.12607479095458984,0.07127976417541504
t,1771994717.9082253,1771994718.0318801,0.12365484237670898,0.027027130126953125
o,1771994718.000199,1771994718.0632024,0.0630033016204834,-0.031681060791015625
Key.space,1771994718.0907693,1771994718.2129726,0.12220335006713867,0.027566909790039062
c,1771994718.320492,1771994718.4119923,0.09150028228759766,0.10751938819885254
h,1771994718.7013297,1771994718.7851188,0.08378911018371582,0.2893373966217041
a,1771994718.8106365,1771994718.9071114,0.09647488594055176,0.025517702102661133
n,1771994718.9357843,1771994719.0126517,0.07686734199523926,0.02867293357849121
g,1771994719.0303264,1771994719.155,0.12467360496520996,0.017674684524536133
e,1771994719.1023855,1771994719.2623384,0.15995287895202637,-0.052614450454711914
Key.space,1771994719.1936755,1771994719.2825725,0.0888969898223877,-0.06866288185119629
b,1771994719.357737,1771994719.4141147,0.05637764930725098,0.0751645565032959
a,1771994719.4188938,1771994719.5463145,0.12742066383361816,0.00477910041809082
c,1771994719.5343204,1771994719.6424074,0.10808706283569336,-0.011994123458862305
k,1771994719.6586199,1771994719.7358515,0.07723164558410645,0.01621246337890625
g,1771994720.052475,1771994720.1547384,0.1022634506225586,0.3166234493255615
r,1771994720.2677367,1771994720.3855278,0.11779117584228516,0.11299824714660645
o,1771994720.352594,1771994720.464669,0.1120750904083252,-0.032933950424194336
u,1771994720.4482038,1771994720.5212255,0.07302165031433105,-0.016465187072753906
n,1771994720.6345816,1771994720.708356,0.07377433776855469,0.11335611343383789
d,1771994720.7117372,1771994720.848629,0.13689184188842773,0.0033812522888183594
i,1771994720.863163,1771994720.9247231,0.06156015396118164,0.01453399658203125
Key.space,1771994720.8760195,1771994720.989952,0.11393260955810547,-0.048703670501708984
n,1771994720.976215,1771994721.0435936,0.06737875938415527,-0.013737201690673828
Key.backspace,1771994721.800043,1771994721.872459,0.07241582870483398,0.7564494609832764
Key.backspace,1771994721.956344,1771994722.0772698,0.1209259033203125,0.08388495445251465
Key.backspace,1771994722.1764796,1771994722.2666802,0.09020066261291504,0.09920978546142578
Key.space,1771994722.340553,1771994722.4127638,0.07221078872680664,0.07387280464172363
o,1771994722.4330342,1771994722.5012765,0.06824231147766113,0.020270347595214844
n,1771994722.5213003,1771994722.6066592,0.08535885810852051,0.020023822784423828
Key.backspace,1771994722.8708286,1771994722.9482021,0.07737350463867188,0.26416945457458496
Key.backspace,1771994723.0181847,1771994723.103435,0.0852503776550293,0.06998252868652344
o,1771994723.1929197,1771994723.204753,0.01183319091796875,0.08948469161987305
n,1771994723.2742743,1771994723.4059918,0.13171744346618652,0.06952142715454102
Key.backspace,1771994723.7004418,1771994724.0000129,0.29957103729248047,0.294450044631958
Key.backspace,1771994724.3311498,1771994724.4173377,0.08618783950805664,0.33113694190979004
i,1771994724.549207,1771994724.6723752,0.1231682300567627,0.13186931610107422
n,1771994724.6335678,1771994724.7237074,0.09013962745666504,-0.03880739212036133
Key.space,1771994724.7538254,1771994724.8537676,0.09994220733642578,0.03011798858642578
v,1771994724.9685338,1771994725.0928354,0.12430167198181152,0.11476612091064453
s,1771994725.1390338,1771994725.2467961,0.10776233673095703,0.046198368072509766
c,1771994725.2849565,1771994725.3573716,0.07241511344909668,0.03816032409667969
o,1771994725.3987625,1771994725.4781427,0.07938027381896973,0.04139089584350586
d,1771994725.520309,1771994725.6680415,0.14773249626159668,0.04216623306274414
e,1771994725.6179743,1771994725.7299545,0.11198019981384277,-0.05006718635559082
Key.enter,1771994725.7380204,1771994725.800271,0.062250614166259766,0.008065938949584961
Key.tab,1771994747.582711,1771994747.705059,0.12234807014465332,21.782439947128296
Key.alt_l,1771994747.4238615,1771994747.7252388,0.3013772964477539,-0.28119754791259766
,1771994765.2363176,1771994765.3656354,0.1293177604675293,17.51107883453369
Key.ctrl_l,1771994765.0952644,1771994765.9153745,0.8201100826263428,-0.2703709602355957
Key.cmd,1771994781.7902734,1771994781.81237,0.022096633911132812,15.874898910522461
,1771994783.9980872,1771994784.0581267,0.060039520263671875,2.1857171058654785
Key.ctrl_l,1771994783.7541022,1771994784.103197,0.34909486770629883,-0.30402445793151855
m,1771994785.5225494,1771994785.6074016,0.08485221862792969,1.4193522930145264
a,1771994785.611291,1771994785.7445326,0.1332416534423828,0.003889322280883789
i,1771994785.7220933,1771994785.7898796,0.06778621673583984,-0.022439241409301758
Key.space,1771994785.8116825,1771994785.9290366,0.11735415458679199,0.021802902221679688
s,1771994785.9677813,1771994786.1149395,0.14715814590454102,0.03874468803405762
a,1771994786.0822563,1771994786.2254534,0.14319705963134766,-0.03268313407897949
n,1771994786.1987612,1771994786.2617147,0.06295347213745117,-0.02669215202331543
Key.space,1771994786.2898483,1771994786.418001,0.12815260887145996,0.028133630752563477
w,1771994786.8749516,1771994787.0232103,0.14825868606567383,0.45695066452026367
a,1771994786.9613383,1771994787.0796654,0.11832714080810547,-0.061872005462646484
l,1771994787.0418024,1771994787.099021,0.05721855163574219,-0.03786301612854004
l,1771994787.1984098,1771994787.2716362,0.0732264518737793,0.09938883781433105
p,1771994787.3757486,1771994787.4472399,0.07149124145507812,0.10411238670349121
a,1771994787.4508195,1771994787.5608191,0.1099996566772461,0.0035796165466308594
p,1771994787.5740273,1771994787.654098,0.08007073402404785,0.013208150863647461
e,1771994787.679602,1771994787.8444626,0.16486072540283203,0.025503873825073242
r,1771994787.752255,1771994787.8698764,0.11762142181396484,-0.09220767021179199
Key.enter,1771994787.8323367,1771994787.8891704,0.056833744049072266,-0.03753972053527832
Key.tab,1771994816.064029,1771994816.1865854,0.12255644798278809,28.174858570098877
Key.alt_l,1771994815.982309,1771994816.201578,0.219268798828125,-0.20427632331848145
Key.tab,1771994817.083321,1771994817.2158854,0.13256430625915527,0.8817431926727295
Key.tab,1771994818.081076,1771994818.148322,0.0672461986541748,0.8651905059814453
Key.tab,1771994818.234814,1771994818.322766,0.0879521369934082,0.08649182319641113
Key.alt_l,1771994817.0207782,1771994818.3795128,1.3587346076965332,-1.301987886428833
Key.tab,1771994819.8901892,1771994820.0284355,0.1382462978363037,1.510676383972168
Key.tab,1771994821.6050556,1771994821.701806,0.09675049781799316,1.576620101928711
Key.alt_l,1771994819.8277223,1771994821.785684,1.9579617977142334,-1.8740837574005127
Key.tab,1771994822.1888216,1771994822.2990165,0.11019492149353027,0.4031374454498291
Key.tab,1771994822.4067955,1771994822.517286,0.11049056053161621,0.10777902603149414
Key.tab,1771994822.6056774,1771994822.6877897,0.08211231231689453,0.08839130401611328
Key.alt_l,1771994822.0796373,1771994822.7578523,0.6782150268554688,-0.6081523895263672
,1771994836.2561297,1771994836.379261,0.12313127517700195,13.498277425765991
Key.ctrl_l,1771994835.8412452,1771994836.423442,0.5821967124938965,-0.5380158424377441
